Word	Wdnum	ValMn	ValSD	AroMn	AroSD	DomMn	DomSD
menace	275	3.18	1.78	5.24	2.82	5.24	2.63
mend	2203	6.20	1.61	4.33	2.5	5.87	2.1
menu	2204	6.33	1.59	4.73	2.05	5.87	1.85
mercy	2205	5.29	2.87	5.77	3.06	3.92	2.75
merger	2206	5.19	1.05	4.56	1.63	5.25	0.86
merry	872	7.70	1.38	6.35	2.01	6.85	1.27
messy	873	3.14	1.85	3.10	1.95	5.43	2.42
metal	874	5.09	1.31	3.82	1.97	5.36	1.73
meteor	2207	5.80	2.18	6.27	2.89	3.40	1.76
method	875	5.90	2.02	4.43	2.96	6.30	1.75
midnight	2208	6.67	1.91	6.53	2	6.40	2.32
mighty	276	6.10	2	5.35	2.6	7.00	2.16
mildew	277	3.36	1.22	4.07	1.82	4.64	1.65
mile	2209	5.80	1.97	5.20	1.78	5.53	1.77
military	2210	5.67	1.63	5.27	2.19	5.00	2.36
milk	876	6.43	1.94	4.52	2.75	6.14	1.77
millionaire	278	8.30	1.34	5.60	3.13	6.40	3.27
mind	877	6.52	2.11	5.24	2.74	6.33	2.44
mingle	2211	6.25	1.39	5.94	1.88	6.31	1.74
miracle	279	8.40	0.83	7.53	1.46	5.40	2.75
mischief	878	5.40	1.9	5.75	2.17	5.55	1.93
miserable	2212	1.50	0.94	4.31	2.36	3.00	2.2
misery	879	2.30	1.53	4.95	2.68	2.95	1.57
missiles	2213	4.06	1.88	6.31	2.09	4.25	1.98
mistake	880	3.25	2.07	5.15	2.5	4.70	2.66
mitten	2214	5.60	1.18	3.40	2.2	4.80	1.32
mob	2215	3.25	1.77	6.12	2.36	3.75	2.24
mobility	881	6.70	1.92	5.45	2.06	6.45	1.54
model	2216	8.00	0.93	7.14	1.66	5.21	2.01
modest	280	5.68	1.29	4.42	2.12	5.11	1.88
moist	2217	5.87	1.64	5.13	2.23	5.33	1.72
mold	882	3.90	1.73	4.00	1.48	4.52	1.63
molest	2218	1.81	0.98	5.75	2.52	4.06	2.57
moment	281	5.53	1.7	4.56	2.5	4.94	2.05
money	282	7.92	1.51	5.00	2.98	6.33	2.61
monk	2219	5.93	1.49	3.53	2.53	4.20	1.37
monopoly	2220	6.75	2.27	5.75	1.39	6.19	1.56
month	283	5.40	0.84	4.10	1.66	4.80	0.63
mood	2221	5.33	1.11	4.47	1.73	5.73	1.75
moody	883	3.50	1.57	4.00	2.29	4.55	1.9
moon	2222	6.50	1.15	4.25	1.91	4.12	1.59
moral	884	5.95	2.33	4.57	2.4	5.81	2.32
morale	2223	6.67	1.4	4.33	2.87	6.13	2.03
morbid	284	3.40	2.13	4.73	2.55	4.67	2.02
morgue	285	2.27	1.53	4.20	2.73	4.47	2
moron	2224	3.67	2.13	6.00	1.25	5.00	2.3
morsel	2225	5.21	2.15	5.07	1.98	4.50	1.79
mosquito	885	3.29	2.24	4.71	2.81	4.71	2.37
moss	2226	4.47	1.6	4.36	2.02	4.64	1.45
motel	2227	4.33	1.29	4.80	2.01	4.27	1.58
moth	2228	5.00	0.53	4.07	2.05	4.73	1.94
mother	286	7.87	1.46	5.20	3	4.53	2.47
motorcycle	2229	6.86	2.38	6.69	2.1	5.69	2.21
mountain	287	6.20	1.82	5.80	2.54	6.20	2.7
mourn	2230	2.00	1.32	4.94	2.52	2.88	1.75
mouth	2231	5.40	1.24	4.47	2.42	5.87	1.92
movie	288	6.73	2.37	5.07	2.34	4.67	1.91
mucus	886	3.86	2.37	3.43	1.91	5.19	1.89
mud	2232	4.67	1.88	3.93	2.09	5.67	2.13
muddy	887	4.84	1.86	3.95	1.81	4.79	1.51
muffin	888	6.35	1.95	4.55	2.14	5.55	1.61
muffle	2233	4.87	1.36	5.13	1.6	5.00	2.07
mug	2234	5.50	1.79	4.94	2.02	4.69	1.66
mule	2235	4.93	1.71	4.40	1.55	5.00	2.14
murderer	289	1.83	1.27	7.58	2.35	4.50	3.32
muscular	290	6.08	2.11	5.92	2.35	6.92	2.64
museum	889	5.45	2.11	4.40	2.19	5.40	1.73
mushroom	567	6.08	2.26	4.96	2.49	5.88	2.05
music	291	7.67	1.23	5.60	2.77	5.67	2.32
musician	2236	6.69	1.54	5.62	2.58	6.12	2.03
mutation	890	4.37	2.56	4.84	2.46	4.37	1.95
mutilate	292	1.40	0.97	7.50	2.07	4.60	3.06
mutilation	2237	2.50	1.21	6.25	2.14	3.62	2.19
mystic	891	5.95	2.09	4.20	2.17	5.45	1.96
myth	2238	6.07	2.25	5.27	2.76	5.07	1.67
nab	2239	4.29	1.77	5.36	1.86	5.36	2.31
nag	2240	2.60	1.24	5.86	1.83	4.43	2.03
nail	2241	5.20	2.14	5.00	1.92	5.79	1.31
naked	892	6.95	2.06	6.10	2.95	6.58	2.12
name	893	5.95	1.9	4.75	2.49	5.35	2.37
napkin	2242	4.71	1.45	4.62	2.09	5.10	1.92
narcotic	894	4.50	1.99	4.75	2.31	4.70	2.15
nasty	895	4.21	2.27	5.21	2.27	5.05	1.81
nation	2243	5.69	2.18	4.77	2.28	4.92	2.33
natural	896	6.56	1.58	4.78	2.24	5.56	1.72
nature	293	7.43	1.45	4.62	2.69	5.00	3.34
necklace	2244	5.93	1.98	5.13	2	5.57	1.6
nectar	294	6.79	1.81	3.54	2.82	4.85	2.91
needle	897	4.11	1.57	5.00	2.61	4.11	2.17
neglect	898	3.33	1.77	4.52	2.11	3.95	2.01
nerves	2245	5.07	1.49	5.73	1.75	5.67	1.45
nervous	899	3.74	1.28	5.53	1.95	4.16	1.46
nestle	2246	6.33	1.35	4.20	1.93	5.53	1.68
net	2247	4.71	1.86	5.36	1.65	5.29	1.94
neurotic	900	4.95	1.99	4.74	2.6	4.42	1.8
news	901	5.53	1.43	4.55	2.35	5.16	1.86
newspaper	2248	5.19	1.22	4.50	2.13	5.06	0.68
nice	902	6.83	1.65	4.95	2.82	6.06	1.89
niece	2249	6.38	1.5	4.94	1.84	5.62	1.71
night	2250	6.25	1.29	5.25	2.27	4.88	2.19
nightmare	295	2.58	1.38	7.45	1.69	4.91	1.64
nine	2251	5.27	0.8	4.00	2.42	4.87	1.13
nip	2252	4.73	1.87	5.27	2.22	5.33	1.23
nipple	903	7.32	1.45	6.68	2.26	5.79	2.25
noise	2253	4.88	1.71	4.88	2.25	4.69	1.89
noisy	904	5.10	1.92	6.15	1.73	4.95	1.76
nonchalant	296	4.71	1.45	3.12	2	4.19	1.72
nonsense	905	5.11	1.73	4.89	1.94	5.47	1.47
noon	2254	6.27	1.79	3.07	2.16	5.07	2.16
noose	906	4.14	1.62	4.71	2.19	4.00	1.97
nose	2255	4.93	1.64	4.00	2.15	4.93	1.9
nosey	2256	4.25	1.65	4.38	1.89	5.31	1.7
nourish	907	6.24	1.92	4.43	2.31	5.67	1.65
novel	2257	5.75	1.91	4.00	2.53	5.94	2.02
novice	2258	4.31	1.78	3.69	1.99	4.81	1.47
nozzle	2259	5.20	0.94	4.53	1.46	5.27	1.1
nuclear	2260	4.00	2.39	6.33	2.47	3.21	1.89
nude	520	7.80	1.66	7.12	2.33	6.84	2.25
nudist	2261	6.14	1.98	6.76	1.76	5.48	1.54
nuisance	908	3.84	1.74	4.58	2.19	4.63	1.46
number	2262	5.81	1.42	4.62	2.55	5.19	2.32
nun	909	4.50	1.58	3.11	1.75	4.94	1.51
nurse	538	6.42	1.98	4.88	2.35	5.04	2.07
nursery	910	4.95	1.87	3.47	2.09	4.79	1.96
oasis	2263	7.47	1.41	4.73	2.66	5.87	2.13
oath	2264	5.40	1.3	4.47	1.73	5.20	2.27
obesity	911	2.61	1.38	3.21	2.32	4.06	2.34
obey	912	4.52	2.02	4.29	1.82	4.38	2.42
object	2265	5.36	1.39	4.62	2.26	5.54	2.15
obnoxious	913	4.00	1.69	4.70	1.81	5.60	1.54
obscene	914	5.21	2.2	5.63	2.29	4.89	1.76
obsessed	2266	4.06	2.11	6.56	1.5	3.88	2.19
obsession	915	5.72	1.9	6.72	1.6	5.56	2.43
obstinate	2267	4.38	1.31	3.56	1.71	5.20	1.01
ocean	297	6.79	1.48	5.36	2.65	4.93	3.05
octopus	2268	5.67	1.29	5.60	1.5	4.27	2.46
odd	916	5.25	1.71	4.45	2.54	4.75	2.05
odor	2269	2.60	1.5	4.86	2.41	5.00	2.15
offend	917	3.37	1.57	5.74	1.48	4.06	1.92
office	568	5.28	1.9	4.08	1.82	5.28	1.74
officer	2270	3.88	2.09	5.44	2.56	4.31	2.8
oil	2271	4.50	1.51	5.81	1.52	4.56	1.97
old	2272	3.60	1.72	3.71	2.23	3.93	1.9
omelet	2273	6.43	2.14	4.71	1.86	5.43	1.74
omit	2274	4.33	1.11	3.80	1.86	4.73	2.05
onion	2275	4.87	1.77	4.27	2.19	5.33	1.29
opera	2276	4.86	2.48	4.00	2.38	5.08	2.14
opinion	298	5.71	1.27	4.54	2.63	6.23	1.69
opportunity	2277	7.00	1.93	6.50	1.93	6.50	1.86
oppose	2278	4.14	1.29	5.21	1.25	5.57	2.14
optimism	918	6.14	2.41	4.81	2.52	6.38	2.2
optimistic	2279	7.00	1.32	5.56	2	6.44	1.46
option	919	6.20	1.2	4.75	2.45	5.89	1.91
orange	2280	6.29	1.9	4.50	2.47	5.57	2.14
orangutan	2281	6.50	2.07	4.69	1.93	4.38	2.06
orchestra	299	5.33	2.57	3.00	2.04	5.42	2.64
ordeal	2282	3.80	1.26	4.60	2.06	4.47	1.81
organ	2283	5.71	1.64	4.15	1.99	5.69	2.06
orgasm	920	8.45	1.28	7.90	1.77	6.70	2.36
orphan	2284	2.69	1.54	5.12	2.09	3.94	1.91
ounce	2285	5.94	1.29	5.31	1.54	5.27	0.96
outdoors	521	7.36	2.29	5.48	2.63	6.32	2.34
outlet	2286	5.57	1.4	3.93	1.73	5.14	1.99
outrage	921	3.68	2.23	6.55	2.34	4.77	2.76
outstanding	922	7.47	1.54	6.32	2.26	6.42	2.04
oven	2287	5.56	1.31	3.38	1.82	5.00	1.93
overcast	923	4.00	1.53	4.21	1.78	4.26	2
overweight	2288	2.47	1.3	4.80	2.31	4.07	2.31
overwhelmed	300	4.87	2.5	6.40	3.02	4.93	2.71
owe	2289	3.14	1.51	5.50	2.07	3.21	2.01
owl	522	6.04	1.27	4.00	2.04	6.00	1.53
pacify	2290	5.40	1.5	4.07	1.87	4.87	1.92
packet	2291	5.00	1.13	4.87	2.17	4.87	1.92
pact	2292	6.00	1.2	5.40	1.92	6.53	1.46
pail	2293	4.88	1.59	3.44	2.03	5.12	2.03
pain	301	2.90	1.77	5.70	2.27	4.32	2.16
paint	924	5.16	1.54	4.58	2.17	5.63	1.5
painting	2294	6.33	1.4	5.67	1.88	5.67	1.5
palace	302	6.47	1.97	4.82	2.86	6.00	2.03
pale	2295	3.33	1.45	3.57	1.74	4.29	1.38
pamphlet	925	4.85	1.14	3.60	1.88	4.65	1.73
pan	2296	5.29	0.91	4.43	1.79	5.43	1.16
pancakes	523	6.56	1.33	3.92	1.98	6.20	1.38
pang	2297	4.86	1.51	5.57	2.14	4.93	1.38
panic	601	3.52	1.94	6.52	2.35	3.56	1.92
pant	2298	4.93	1.16	4.80	2.18	5.53	1.19
pantry	2299	6.79	2.19	4.77	2.28	5.92	2.6
pantyhose	2300	6.43	1.28	5.21	2.08	5.14	1.79
paper	303	5.33	1.37	2.45	2.07	4.45	1.57
paradise	304	8.60	0.75	5.85	3.41	6.50	2.54
paralysis	926	2.39	1.72	4.84	2.81	2.58	1.84
parch	2301	2.88	1.5	4.56	1.59	4.07	1.79
parlor	2302	5.53	1.13	4.40	1.5	5.93	1.22
parrot	2303	7.07	1.49	5.64	2.21	4.43	1.99
part	927	5.11	1.6	4.67	1.68	4.56	1.46
party	305	7.12	1.83	6.59	2.58	5.59	2.35
passage	928	5.53	1.18	4.44	1.98	5.28	2.14
passion	306	7.80	1.14	7.70	1.89	6.20	2.3
passive	2304	3.93	2.09	3.73	2.34	4.40	2.32
pasta	524	6.68	1.7	4.88	2.13	5.68	1.07
pastry	2305	7.07	1.21	5.79	2.58	6.00	1.52
patent	307	5.75	1.42	3.08	1.93	5.42	2.02
path	2306	5.69	1.4	4.25	2.24	6.12	1.41
patient	929	4.71	1.82	4.19	2.25	4.29	2.03
patio	2307	5.71	1.86	4.23	2.35	5.00	2.12
patriot	930	6.85	1.84	6.40	2.16	6.55	1.73
patriotic	2308	7.00	1.77	5.80	1.78	6.60	2.2
patriotism	2309	6.85	1.99	5.23	2.71	6.69	1.93
pea	2310	5.00	0.82	3.56	1.86	4.62	1.09
peace	308	7.25	2.1	3.85	2.74	5.70	2.27
peaceful	2311	7.73	1.16	2.67	2.47	5.47	2.17
peanut	2312	5.79	2.01	3.57	2.47	5.43	1.79
pear	2313	6.27	1.62	4.20	2.31	5.87	1.6
pecan	2314	5.60	1.88	3.53	2	4.67	1.63
pee	2315	5.56	2.58	5.12	2.45	6.19	1.94
peep	2316	4.53	1.96	5.40	1.8	4.53	1.88
penalty	931	3.09	1.66	4.68	2.38	4.23	2.45
pencil	309	5.30	0.67	3.00	1.94	4.50	0.97
penis	932	5.55	1.7	5.10	2.77	5.95	3.22
penny	2317	5.31	1.74	3.56	1.67	5.00	1.37
penthouse	933	6.90	1.65	6.20	2.4	6.90	2.05
people	525	6.88	1.69	5.12	1.72	6.08	1.63
perfection	310	8.00	1.76	5.00	3.05	7.09	2.07
perfume	934	6.21	1.44	5.21	2.42	6.00	1.45
period	2318	4.25	1.57	4.75	1.44	4.31	1.78
perish	2319	3.40	2.29	5.07	2.55	3.53	2.2
permit	2320	4.80	2.38	5.20	2.12	4.90	2.31
person	311	6.58	1.44	3.58	1.78	5.92	1.93
personality	2321	7.21	1.53	5.00	2.35	5.57	2.1
pervert	312	4.15	2.61	6.21	2.91	5.46	2.63
pessimism	2322	3.25	1.84	4.31	1.82	4.44	1.36
pest	313	3.79	2.08	5.31	2.32	4.85	2.51
pester	2323	3.00	1.31	6.07	1.87	4.53	1.88
pet	935	5.86	2.62	5.05	2.63	5.62	2.11
phase	936	5.19	0.4	3.57	1.86	4.76	1.7
photo	2324	6.50	1.83	5.19	1.56	5.50	1.1
picket	2325	4.71	1.2	4.93	1.49	5.71	2.16
picnic	2326	6.75	1.34	4.94	2.14	6.19	1.56
pie	314	6.45	1.54	4.70	2.18	5.25	1.21
pier	2327	6.31	1.35	4.88	2.36	5.31	1.14
pierce	2328	4.25	1.57	5.38	1.78	5.12	1.93
pig	937	5.10	2.14	4.71	2.31	6.10	1.95
pigeon	2329	5.57	1.7	5.00	1.96	6.00	2.38
pill	2330	5.12	1.09	4.81	1.87	5.12	1.96
pillow	315	7.88	1.17	3.62	2.96	4.50	2.16
pilot	2331	6.33	1.59	5.20	1.93	5.80	2.7
pin	2332	4.20	1.32	5.60	1.55	5.00	1.73
pinch	938	4.38	1.72	4.81	2.34	5.19	1.72
pint	2333	5.27	2.25	5.27	2.09	5.13	1.92
pipe	2334	6.00	1.51	5.31	1.66	5.19	1.56
pistol	939	5.89	2.31	6.21	1.9	6.95	1.84
pity	940	3.71	1.49	3.48	1.63	4.43	1.99
pizza	526	6.80	2.36	5.08	2.22	5.32	2.01
plain	941	4.80	1.24	3.35	1.63	4.70	1.3
plan	2335	6.47	1.3	4.13	2.13	6.93	1.27
plane	539	6.32	2.17	6.08	2.41	4.80	2.04
planet	2336	5.69	1.54	4.44	2.34	4.12	1.67
plant	316	6.12	1.41	3.31	1.85	4.44	1.86
plate	2337	5.20	2.01	4.29	1.64	5.71	1.82
play	2338	7.67	1.23	6.40	1.88	6.93	1.22
plaza	2339	5.06	1.12	3.06	1.88	5.25	1.44
plea	2340	3.94	1.73	4.94	2.41	3.56	2.39
plead	2341	4.06	1.24	4.69	2.06	4.31	1.92
pleased	2342	7.40	1.5	4.80	2.18	5.67	1.8
pleasure	317	8.00	1.05	6.20	2.39	5.80	2.39
pledge	2343	5.13	1.36	4.67	1.4	4.67	2.38
plod	2344	4.81	1.05	3.50	1.67	4.88	0.62
poach	2345	4.00	1.36	4.93	2.16	4.50	1.95
poem	2346	6.13	2.39	4.87	2.39	5.13	2.03
poet	2347	6.20	1.47	3.87	2.33	5.00	1.73
poetry	318	5.29	2.17	4.35	3.18	5.35	1.41
poise	2348	6.67	1.5	5.60	1.76	6.93	1.49
poison	319	2.27	1.94	5.07	2.55	2.80	1.97
poker	2349	6.73	1.75	5.93	2.06	5.50	1.4
pole	2350	5.00	0.63	4.25	1.34	5.12	1.2
police	2351	4.53	2.33	6.20	2.37	3.47	2.23
policy	2352	4.40	1.55	4.27	1.49	3.87	1.96
politeness	320	6.80	2.01	3.73	2.43	5.13	1.25
politics	2353	4.19	2.17	5.38	1.86	4.19	2.17
pollen	2354	3.50	1.59	4.81	2.14	4.00	1.93
pollute	321	2.00	1.22	6.14	2.18	5.77	2.24
pollution	2355	2.80	2.18	6.40	2.1	3.79	2.29
pond	2356	6.33	1.63	4.20	2.31	5.60	2.16
pony	2357	5.40	1.35	5.13	0.99	5.27	1.28
pool	2358	7.44	1.31	6.19	2.04	6.00	2.07
poor	2359	2.47	1.19	5.20	2.86	2.67	2.29
popcorn	2360	7.13	1.41	4.93	1.98	5.36	1.22
porch	2361	6.00	1.36	3.60	2.13	5.60	1.24
pork	2362	7.29	1.68	5.93	2.5	5.43	1.55
porpoise	2363	5.27	0.59	3.53	1.73	5.07	1.22
position	2364	5.56	1.15	4.69	2.57	5.94	1.61
positive	2365	8.07	1.21	6.00	2.08	5.55	1.75
poster	942	5.45	1.96	4.65	2.94	4.95	2.09
potential	2366	7.07	2.37	5.86	2.68	6.43	2.31
pout	2367	2.25	1.29	5.44	1.03	4.06	2.08
poverty	322	2.08	1.04	4.92	2.6	3.93	2.06
power	323	7.29	1.59	7.07	1.44	7.29	2.81
powerful	324	6.88	1.93	5.88	2.67	7.29	2.49
prairie	325	5.33	1.61	3.75	2.7	5.17	2.62
praise	2368	6.29	2.05	6.21	2.15	6.21	2.29
pray	2369	5.93	1.62	5.20	1.57	5.80	1.9
prayer	2370	5.31	2.27	4.12	2.36	5.56	2.28
preach	2371	5.20	2.24	5.60	2.35	3.86	2.21
prefer	2372	6.13	1.88	4.47	1.85	5.67	1.5
pregnant	2373	4.53	2.45	6.40	2.82	3.47	2.45
preoccupied	2374	4.94	1.88	4.31	2.18	5.31	1.92
present	943	6.55	2.01	5.60	2.11	5.50	1.88
president	2375	5.47	2.26	5.53	2.47	5.80	2.4
press	2376	4.75	0.86	4.25	2.24	4.50	1.59
pressure	944	3.50	1.19	5.55	2.31	3.10	1.62
prestige	945	7.45	1.64	6.15	1.69	7.05	1.82
pretty	326	7.65	1.42	6.65	1.98	4.95	1.7
price	2377	4.07	1.22	5.33	1.35	4.73	2.28
prick	946	4.55	1.67	4.10	2.77	4.74	2.08
pride	327	6.53	2.26	5.80	2.98	6.60	2.29
priest	328	6.06	2.46	5.41	2.45	4.88	2.29
prince	2378	6.40	1.59	5.27	2.25	5.67	2.5
princess	2379	6.65	1.5	5.60	1.96	5.60	2.04
prison	329	2.25	1.76	5.92	3.34	4.58	3.2
privacy	330	5.73	1.58	3.93	2.09	4.87	2
problem	2380	3.00	1.41	5.13	2.39	3.80	2.4
procedure	2381	4.67	1.59	5.14	1.83	4.93	1.82
profit	331	7.80	1.47	7.40	1.55	6.20	2.68
progress	947	7.45	1.36	6.05	2.37	6.30	2.13
promotion	332	8.00	1.6	5.67	2.96	6.83	2.33
propeller	2382	5.94	1.69	4.62	3.05	5.75	1.06
proper	2383	5.80	1.97	3.47	1.68	5.40	1.99
prose	2384	5.50	0.85	5.07	1.07	5.43	0.85
prostitute	2385	4.64	2.76	5.50	2.47	6.29	2.13
protected	333	6.25	1.97	4.10	2	5.30	1.81
proud	334	8.08	1.08	5.91	2.59	6.73	2.76
pry	2386	3.67	1.35	5.00	2.48	4.20	2.34
pub	2387	6.56	2.16	5.62	2.22	6.19	1.72
puddle	2388	4.88	1.89	3.62	1.93	4.81	2.23
pulp	2389	5.13	2	4.40	1.72	4.93	1.58
pulpit	2390	5.60	1.72	4.64	1.6	5.14	1.17
pun	2391	6.12	1.2	4.50	1.83	5.44	1.03
pungent	948	4.38	2.11	4.19	2.2	5.10	1.7
punish	2392	2.15	0.99	6.85	2.03	2.46	1.39
punishment	335	2.40	1.5	5.80	2.54	3.53	2.59
punk	2393	3.94	2.52	5.06	2.14	5.19	2.83
puppy	336	7.30	2.41	6.10	2.69	4.80	2.62
purify	2394	6.44	1.41	5.19	1.83	5.69	1.08
pus	602	2.84	2.15	4.92	2.29	4.40	2.1
pushy	2395	3.67	1.63	5.60	1.76	3.73	1.58
putrid	337	2.86	1.83	5.46	2.37	4.85	2.12
python	949	5.39	2.38	5.56	2.36	6.33	2.22
quality	950	6.39	1.72	4.50	1.92	6.00	1.46
quarrel	338	3.50	1.96	6.10	2.07	4.05	1.96
quart	951	5.45	1.85	4.10	2.4	5.55	1.9
queen	952	5.81	1.08	4.73	1.96	4.67	1.83
quench	2396	5.21	2.01	3.92	1.71	5.85	2.19
quick	953	6.70	1.59	6.65	1.93	6.65	1.95
quiet	339	5.75	1.54	2.50	1.73	5.08	2.5
quilt	2397	5.50	1.79	4.07	1.98	6.00	1.57
quit	2398	2.69	1.65	4.54	2.63	3.46	2.47
rabbit	527	6.40	1.78	3.64	1.98	6.04	1.72
rabies	340	1.58	0.9	6.08	2.87	4.00	2.3
race	2399	6.12	2.06	5.44	2.28	5.44	2.13
rack	2400	6.43	1.7	5.64	3	5.36	1.69
radar	2401	4.73	1.28	4.87	1.68	5.20	0.94
radiant	954	6.35	2.08	5.05	2.82	5.90	2.1
radiator	955	4.50	1.36	4.45	2.09	4.75	1.83
radio	341	6.67	1.59	5.36	2.9	5.50	2.03
raft	2402	5.88	1.26	5.06	2.52	4.75	1.34
rag	2403	3.71	1.33	3.14	1.79	3.71	2.27
rage	342	2.55	2.34	8.33	1.23	7.18	1.89
rain	569	5.36	2.64	3.68	2.38	5.20	1.87
rainbow	343	8.00	1.37	4.88	2.68	4.88	2.25
raise	2404	6.07	2.34	5.60	2.64	5.53	1.96
rally	2405	6.60	1.59	6.33	2.53	5.93	1.58
ramble	2406	4.00	1.89	4.20	2.11	4.00	1.77
rancid	956	4.47	2.37	5.37	2.22	5.32	1.67
randy	2407	5.75	1.18	4.75	2.21	4.50	1.71
rape	344	1.70	1.64	5.30	3.53	3.30	2.45
rash	2408	3.27	1.94	5.07	2.31	4.27	2.09
rat	345	3.50	1.51	4.50	2.11	5.58	2.23
rattle	346	5.50	1.72	4.40	1.65	3.80	1.48
raw	2409	5.07	1.22	4.60	1.76	5.20	1.15
razor	957	5.00	2.03	6.22	2.13	5.28	2.16
react	2410	5.53	0.99	5.47	1.88	5.60	1.72
ready	2411	6.25	1.13	4.81	1.6	6.38	1.67
realize	2412	5.93	1.28	4.93	2.09	5.00	1.96
reap	2413	5.44	2.37	4.69	2.18	5.31	2.3
rebuff	2414	5.60	1.98	4.65	2.39	5.25	1.45
recede	2415	4.33	0.98	4.00	2.17	4.87	1.25
recipe	2416	6.33	1.63	5.60	2.23	5.73	1.28
red	570	6.36	1.38	4.96	2.13	5.33	1.37
redeem	2417	7.00	1.41	5.43	1.65	5.79	1.05
reef	2418	6.50	1.75	5.00	2.45	4.56	1.93
refine	2419	5.20	1.57	5.00	1.6	5.40	1.64
reflection	2420	5.81	1.76	4.69	2.02	5.75	1.73
refreshment	347	7.83	1.11	3.92	2.54	5.00	2.22
refrigerator	2421	5.64	1.01	4.57	1.87	6.14	2.21
refugee	2422	3.93	1.49	4.80	1.78	3.87	2.72
refute	2423	4.20	1.93	4.71	1.98	4.80	1.82
regime	2424	4.94	1.65	5.31	1.78	5.50	1.97
regret	2425	2.44	1.15	5.31	1.99	3.06	1.34
regretful	348	2.33	1.18	5.73	2.43	3.93	2.52
reign	2426	6.00	1.83	5.44	2.42	6.44	2.45
rejected	349	1.83	1.59	6.67	2.35	3.42	2.81
rejection	2427	1.80	1.01	6.60	2.29	2.33	1.68
relate	2428	5.67	1.76	4.13	2.39	5.20	1.57
relax	2429	8.00	1.47	2.29	1.9	5.93	3.1
relaxed	350	6.40	1.92	3.20	2.48	5.60	1.4
relent	2430	4.53	0.83	4.40	1.8	3.33	1.5
relic	2431	5.64	1.22	4.57	1.95	6.14	1.83
relief	2432	7.12	1.26	4.31	1.85	5.44	1.67
religion	2433	5.00	1.59	5.44	1.97	4.88	2.68
rely	2434	4.57	1.02	4.62	2.26	4.23	2.74
remorse	2435	2.21	1.25	5.64	2.24	3.57	2.62
remove	2436	4.40	1.12	4.87	1.92	4.53	1.19
render	2437	4.53	1.41	5.20	1.52	4.93	1.83
rent	2438	4.14	1.23	4.86	0.95	5.07	2.23
repent	2439	4.38	2.33	4.67	2.39	3.62	2.36
repentant	351	5.00	1.24	4.14	1.7	5.00	2.35
report	2440	4.07	1.94	4.20	2.73	3.33	1.35
reptile	958	5.50	1.82	5.11	2.08	5.33	2.33
repulsed	2441	2.40	1.5	6.00	1.77	3.93	1.67
rescue	352	7.90	1.07	7.10	2.25	6.70	2.41
resent	959	3.90	1.41	4.24	2.21	3.80	1.82
reserved	353	4.92	1.73	3.00	2.37	5.25	2.22
resign	2442	2.43	1.4	3.83	2.04	4.25	1.82
resist	2443	5.38	1.93	5.27	1.83	6.57	1.45
respect	354	7.25	1.48	5.12	2.32	6.25	2.41
respectful	355	6.92	1.78	3.67	2.77	5.17	2.33
response	2444	5.47	0.64	4.53	2.1	5.13	2.13
restaurant	960	6.62	2.09	6.14	2.37	6.29	1.19
retain	2445	5.44	1.63	4.25	2.38	5.94	1.69
retard	2446	3.80	2.27	4.47	1.85	3.67	1.54
retire	2447	6.57	2.47	4.07	2.7	6.86	2.48
retreat	2448	4.27	1.58	4.47	2	4.60	2.47
reunion	961	6.45	1.96	6.05	2.35	5.80	2.14
reveal	2449	6.27	1.87	6.00	1.96	5.67	2.09
revere	2450	4.71	1.94	4.08	2.33	5.46	1.61
reverent	356	5.50	1.1	4.20	1.7	4.84	1.68
revert	2451	5.07	1.86	4.57	1.7	5.00	2.04
revise	2452	4.53	1.77	4.27	2.02	4.57	1.09
revive	2453	6.57	2.41	5.62	2.33	5.08	2.5
revolt	357	3.80	1.75	7.00	2.16	6.70	2.79
revolver	962	5.65	1.95	5.25	2.02	5.75	1.92
reward	358	7.13	1.55	4.53	2.39	5.80	2.18
rhythm	2454	6.80	2.04	5.14	1.96	6.07	1.73
rich	2455	6.47	2.67	5.47	2.61	6.60	1.96
riches	359	7.47	1.62	6.50	2.56	6.50	2.19
riddle	2456	6.12	1.2	5.44	1.71	4.75	1.13
ridicule	360	3.80	2.09	4.90	2.57	4.05	2.5
rifle	603	5.48	2.74	6.48	1.92	5.46	2.7
right	2457	6.00	1.21	4.62	2.28	6.06	1.73
rigid	963	4.15	2.43	4.75	2.73	4.85	2.21
rigor	2458	4.73	1.98	5.53	2.2	4.73	2.02
ring	2459	5.64	1.01	4.43	1.95	5.36	1.74
rink	2460	5.81	1.52	4.94	1.73	6.00	1.93
riot	361	3.55	1.64	6.15	2.46	3.95	2.01
risk	2461	5.00	2.29	6.57	1.83	3.86	2.28
river	362	6.60	1.65	4.00	2.05	4.40	1.07
roach	363	3.08	1.73	4.91	2.63	5.45	2.84
road	2462	5.47	1.06	4.40	1.64	5.67	1.8
roast	2463	5.80	1.82	5.67	2.19	6.07	1.49
rob	2464	3.27	1.62	6.13	2.26	2.93	2.05
robber	964	3.11	1.59	5.70	2.45	4.32	2.33
robbery	2465	2.62	1.45	6.56	2.25	2.69	1.35
robot	2466	5.67	1.59	4.73	2.4	4.27	2.15
rock	965	5.84	1.57	4.45	2.35	5.26	2.08
rodeo	2467	6.12	1.63	5.56	1.82	4.62	1.45
