Word	Wdnum	ValMn	ValSD	AroMn	AroSD	DomMn	DomSD
fury	1963	2.14	1.51	7.54	1.85	2.77	2.05
fuse	1964	4.93	1.07	4.64	2.02	4.79	0.8
future	1965	7.67	0.89	7.73	1.27	5.73	2.28
gadget	1966	5.33	0.9	4.47	1.55	5.27	1.67
gaiety	1967	5.73	1.1	4.80	1.66	5.13	1.68
gain	1968	6.93	1.39	5.67	1.59	6.47	1.51
galaxy	1969	6.14	1.1	5.71	1.2	3.14	1.66
gallery	1970	5.94	1.95	4.44	2.37	4.56	2.06
gallon	1971	5.07	1.28	4.53	1.25	5.13	1.13
game	760	6.52	2.45	5.58	2.53	5.68	1.55
gang	1972	2.25	1.22	6.67	2.35	2.58	2.31
gangrene	181	2.06	1.78	5.59	3.03	3.25	2.36
garbage	182	2.62	1.9	5.64	2.36	3.85	2.17
garden	761	7.00	1.52	4.00	2.45	5.85	1.9
garlic	1973	5.21	2.04	4.00	2.35	5.50	1.87
garment	762	6.52	1.71	4.88	2.69	5.64	1.87
garter	534	5.54	1.36	4.88	2.03	5.62	1.7
gas	1974	4.27	1.83	5.13	2.17	3.87	2
gate	1975	5.50	1.1	4.27	1.75	4.19	1.97
gem	1976	7.07	1.62	5.87	1.85	5.80	1.47
gender	763	5.86	1.93	4.41	2.13	5.62	1.8
genius	1977	7.92	1.31	6.17	1.9	6.17	2.29
gentle	183	7.45	1.27	3.31	2.74	5.24	2.1
germ	1978	3.27	2.33	5.00	2.79	4.55	2.73
germs	764	2.81	1.5	4.68	2.28	3.67	1.68
ghost	1979	4.07	2.4	7.00	1.89	3.27	1.67
gift	184	8.38	1.61	6.59	2.64	5.72	2.39
giggle	1980	8.18	0.88	6.35	2.37	6.47	1.91
giraffe	1981	6.73	1.39	4.93	2.22	4.80	1.42
girl	185	6.31	1.49	3.04	2.15	5.77	2.32
give	1982	7.64	1.39	5.43	2.44	6.50	2.14
glacier	186	5.39	1.31	4.04	2.57	5.00	2.26
glad	1983	7.93	0.96	5.93	1.91	6.73	1.22
glamour	187	7.17	1.37	4.74	2.28	5.87	2.69
glance	1984	5.62	1.2	4.75	1.73	5.38	1.63
gland	1985	4.50	1.83	3.36	1.98	4.71	1.27
glass	765	4.92	1.09	4.15	2.03	4.81	1.13
glasses	1986	6.06	1.39	4.25	2.02	5.31	0.79
glaze	1987	6.81	1.11	4.56	1.97	5.00	1.63
glide	1988	5.87	1.13	4.93	2.49	5.20	2.01
gloat	1989	3.62	2.36	4.46	2.76	4.77	1.88
gloom	188	1.79	1.15	3.68	2.2	3.36	2.11
glory	189	7.62	1.74	5.97	2.89	6.78	2.35
gloss	1990	6.57	1.55	5.38	1.66	4.85	1.21
gnaw	1991	3.00	1.47	4.14	2.14	4.07	1.86
goal	1992	7.36	1.5	6.45	1.69	6.45	2.73
goat	1993	5.19	0.98	4.00	1.51	5.31	1.7
god	190	7.95	1.36	5.80	2.88	5.90	2.69
gold	191	7.35	1.87	5.43	3.03	5.91	2.66
golf	1994	3.47	2.23	2.93	2.37	3.53	2.07
golfer	535	5.46	1.75	3.62	2.02	5.42	1.77
good	766	7.59	1.59	6.05	2.36	6.95	1.99
goodness	1995	7.82	1.38	4.81	2.61	6.62	1.26
gorilla	1996	5.25	2.14	5.33	2.1	4.00	2.73
gossip	767	3.23	2.6	6.32	2.42	3.27	2.59
govern	1997	4.69	1.54	4.81	1.11	4.00	1.86
government	1998	3.94	1.53	4.75	2.05	3.69	2.09
grace	1999	6.87	1.19	4.00	1.93	5.53	1.96
graduate	192	8.35	0.88	7.00	2.43	7.15	2.01
grafitti	2000	4.77	1.92	5.62	1.71	5.46	2.26
grapes	2001	6.62	2.31	4.94	2.91	5.31	2.24
grass	768	6.38	1.56	3.67	2.01	5.33	1.35
grateful	193	7.39	1.08	4.78	2.37	6.17	1.9
grave	2002	2.00	1.78	4.58	3.03	3.42	2.35
gravy	2003	5.67	1.8	4.47	2.45	5.33	1.68
greed	769	2.85	1.31	4.00	2	4.50	1.32
green	194	6.48	2.01	4.10	2.48	5.03	2.06
greet	770	7.05	1.61	5.25	2.67	5.65	2.3
grenade	771	3.32	1.84	5.91	2.54	3.81	2.62
greyhound	2004	5.40	2.35	4.40	1.96	5.13	2.17
grief	195	1.65	0.89	4.81	2.9	3.15	2.27
grieve	2005	2.00	1.32	6.50	2.19	2.31	1.62
grime	772	2.86	1.28	3.64	2.26	4.27	1.16
grin	773	7.79	1.53	4.92	2.43	5.75	1.75
grind	2006	4.64	1.91	5.64	1.63	5.00	1.48
gripe	774	3.05	1.7	5.05	2.1	5.05	1.56
groceries	2007	6.53	1.46	4.13	2.53	6.13	2.42
groom	2008	6.93	1.94	5.13	2.53	5.73	1.67
gross	2009	2.33	0.98	4.83	2.37	3.58	1.68
ground	2010	5.29	0.73	4.21	1.76	4.93	1
grove	2011	5.71	1.2	4.71	1.44	5.43	0.94
grovel	2012	3.62	1.76	5.00	2.24	4.92	2.78
growl	2013	3.00	2.13	7.00	1.35	4.58	3.26
guaranteed	2014	7.27	2.02	4.67	3.02	6.67	2.06
guillotine	196	1.82	1.59	6.69	2.48	4.48	2.9
guilt	2015	1.67	1.05	5.93	3.1	2.27	1.49
guilty	197	2.54	2.4	6.81	2.51	2.77	2.53
guitar	2016	7.14	1.7	6.62	2.4	4.77	1.96
gulf	2017	5.93	2.23	5.07	1.69	4.86	1.41
gun	593	2.27	1.71	6.96	1.75	2.73	2.22
guzzle	2018	4.67	2.16	5.67	2.09	4.73	1.83
gym	2019	7.08	2.27	6.92	1.31	6.58	2.31
gymnast	515	6.27	1.87	5.54	2.04	5.31	1.76
habit	775	4.08	1.98	4.04	2.37	4.21	1.61
hair	2020	5.67	2.64	4.92	2.47	5.17	2.62
hairdryer	561	4.80	0.91	3.62	1.86	5.88	1.56
hairpin	776	5.13	1.36	3.22	2.35	5.00	1.13
ham	2021	5.38	2.29	4.92	1.31	5.33	0.78
hamburger	777	5.68	1.25	4.18	2.04	5.09	1.38
hammer	198	5.00	1.08	4.50	1.7	4.25	1.37
hand	778	6.05	1.43	4.43	1.83	4.90	1.45
handicap	779	2.95	1.15	3.95	2.09	3.85	1.9
handicapped	2022	2.93	1.58	5.13	1.81	3.50	2.28
hands	2023	5.73	0.88	4.53	1.77	5.73	1.28
handsome	199	8.09	1.44	6.55	2.46	5.03	1.94
hang	2024	4.43	2.38	5.57	2.47	4.29	1.73
haphazard	780	4.45	1.19	4.50	2.16	4.45	1.28
happiness	2025	8.17	1.53	7.18	1.94	6.82	1.94
happy	200	8.19	2.06	6.19	2.8	6.58	2.55
harass	2026	2.29	1.07	5.21	2.86	3.14	2.28
harassment	2027	1.94	1.48	6.19	2.43	2.31	1.35
hard	781	4.82	1.59	4.86	2.21	5.36	1.09
hardship	782	1.95	1.33	5.05	2.71	3.33	2.31
harp	2028	6.47	1.3	3.40	2.72	4.60	1.64
harsh	2029	2.27	1.39	5.40	2.35	4.00	2.2
harvest	2030	6.00	1.22	4.35	1.87	5.82	1.78
haste	2031	3.64	1.5	4.27	2.1	4.18	1.66
hasten	2032	4.64	0.93	5.00	1.92	4.71	1.07
hat	783	5.36	1.36	3.73	1.86	5.32	1.39
hate	201	1.79	1.32	6.79	2.66	4.90	3.09
hatred	202	1.69	1.69	6.76	2.52	4.14	2.92
haunt	2033	3.00	2.24	7.18	1.72	3.09	1.87
haven	2034	7.38	1.5	3.44	2.13	5.62	2.42
hawk	536	5.46	1.56	4.68	2.25	5.31	1.64
hay	784	5.30	0.66	3.05	2.09	4.90	1.21
head	2035	6.00	1.04	4.43	1.87	5.21	0.89
headache	203	1.88	0.99	5.00	2.86	3.16	1.89
headlight	785	5.45	1.19	3.85	2.06	5.00	1.17
heal	786	7.45	1.6	4.90	2.39	6.29	1.9
health	204	6.75	2.11	5.03	2.15	5.81	2.01
heart	787	7.90	1.33	6.55	2.44	5.50	2.24
heat	2036	4.14	2.32	6.29	1.82	3.79	2.01
heaven	205	7.41	2.45	5.16	3.32	6.12	2.71
heavy	2037	3.38	1.54	5.27	1.83	3.87	1.68
heir	2038	6.50	1.57	5.91	1.45	5.73	1.9
helium	2039	4.87	1.73	4.73	2.71	4.79	1.76
hell	788	1.67	1.35	6.05	2.72	2.62	2.25
helpless	206	2.19	1.55	5.62	2.48	2.12	1.82
hen	2040	5.15	0.55	4.08	1.5	4.77	1.48
herbal	2041	5.73	0.9	2.55	1.57	5.45	0.69
herd	2042	4.53	0.99	4.33	2.09	3.93	1.53
hero	2043	8.08	1.8	6.69	1.89	5.38	2.18
heroin	789	4.79	2.99	5.67	2.41	5.29	2.48
herring	2044	5.33	1.35	4.73	1.22	5.13	1.13
hide	207	3.97	1.94	5.66	2.46	3.00	1.87
high	2045	7.06	1.48	5.53	2.18	5.00	1.94
highway	562	5.80	1.8	5.52	2.26	5.68	1.68
hiker	2046	5.40	1.59	5.33	2.26	4.47	2.33
hill	2047	5.00	0.89	3.64	1.69	4.82	0.6
hinder	790	3.75	1.16	4.15	2.16	4.25	1.41
hippotamus	2048	6.20	1.32	3.80	2.04	5.47	1.46
hire	2049	5.60	1.64	5.64	1.74	5.00	1.62
history	208	4.77	2.03	3.81	2.4	4.62	2.1
hit	594	3.27	2.03	6.04	1.68	4.15	1.67
hitch	2050	5.00	0.68	3.57	2.1	4.86	0.53
hive	2051	2.50	1.16	6.71	1.44	3.36	1.39
hobby	2052	7.50	1.45	6.00	2.65	7.43	1.74
hockey	2053	5.50	1.68	5.00	2.34	5.08	1.62
holiday	791	7.75	1.96	6.17	3.03	5.79	2.36
holy	2054	7.25	1.54	7.00	1.54	4.42	1.83
home	209	8.04	1.4	4.16	3.13	5.60	2.31
homeless	2055	1.81	1.05	4.94	2.54	2.56	1.31
honest	210	8.00	1.31	5.09	2.15	6.87	1.87
honesty	2056	8.12	1.2	5.44	2.39	6.94	1.53
honey	792	6.91	1.57	4.50	2.39	5.23	1.51
honor	211	7.69	1.29	5.77	2.01	7.00	1.83
hooker	793	2.32	1.62	4.00	3.06	3.55	2.06
hope	794	7.32	2.19	5.88	2.36	5.68	2.19
hopeful	212	7.12	1.68	5.50	2.44	5.38	1.96
horrible	2057	1.60	0.91	5.53	2.47	2.87	1.77
horror	213	2.48	2.2	7.69	2.04	4.64	2.89
horse	214	6.00	1.72	4.04	2.32	4.85	1.69
hose	2058	5.13	0.99	4.93	1.94	4.80	1.52
hospital	215	5.04	2.86	6.73	2.43	4.60	2.52
hostage	216	2.15	1.97	7.73	1.85	2.54	2.21
hostile	217	2.38	1.33	6.23	2.42	4.35	2.24
hotel	795	5.52	1.87	4.46	2.42	4.96	1.7
hour	2059	5.36	1.28	4.77	1.59	4.62	1.76
house	563	7.23	1.9	5.04	2.18	5.81	2.35
howl	2060	4.71	2.2	6.06	2.05	4.29	1.93
hub	2061	5.75	1.29	3.25	2.26	5.00	1.86
hug	218	8.17	1.77	5.26	3.03	6.04	2.69
huge	2062	5.00	1.78	5.85	2.3	5.38	2.66
humane	796	7.38	1.5	4.27	2.22	5.73	2.15
humble	219	5.76	1.33	3.88	2.35	4.56	2.24
humiliate	797	2.27	1.52	5.95	2.55	2.32	1.96
humiliation	2063	1.80	1.42	7.47	2	1.60	1.18
humor	220	8.69	0.74	5.96	2.99	6.42	2.08
hunger	2064	2.36	1.15	5.07	2.53	4.50	1.83
hungry	221	3.52	1.83	5.09	2.29	4.70	2.03
hunter	2065	3.43	1.79	4.85	3.02	5.21	2.33
hurl	2066	2.73	1.9	6.00	1.9	3.91	2.3
hurricane	798	2.45	1.43	7.00	2	2.35	2.11
hurt	222	1.66	1.08	5.68	2.4	3.14	2.22
hydrant	564	4.96	1	3.77	1.75	5.54	1.58
hymn	2067	6.38	1.54	3.94	2.49	5.50	1.32
hysterical	2068	3.92	2.72	6.62	2.47	4.31	2.06
ice	2069	5.64	0.92	4.36	1.91	5.45	0.93
icebox	799	4.91	1.11	3.59	2.22	5.09	1.02
idea	800	7.57	1.33	6.14	1.83	6.90	2.1
identity	801	6.95	1.76	4.80	2.19	6.50	2.04
idiot	223	3.00	1.62	3.83	2.52	2.39	1.62
idol	802	6.55	1.93	5.15	2.08	5.20	2.31
ignite	2070	6.13	2.03	6.14	1.83	5.57	1.7
ignorance	803	3.21	2.62	4.83	2.66	4.38	2.39
ignore	2071	3.00	2.31	5.69	2.43	3.69	2.78
illness	804	2.27	1.35	4.82	2.26	2.77	1.66
imagine	805	7.52	1.44	6.32	2.17	7.62	1.75
immature	806	2.65	1.35	4.10	1.94	4.75	2.31
immoral	807	3.29	2.05	5.17	2.53	4.67	2.06
impair	808	3.00	2.14	4.46	2.3	4.00	2.43
impart	2072	4.77	0.6	3.85	1.99	5.77	1.48
impatient	2073	2.87	1.3	5.87	2.97	4.00	2.54
impede	2074	4.25	1.69	4.50	2.13	3.93	1.75
impose	2075	3.00	1.18	5.14	2.11	4.07	1.82
impotent	224	2.54	1.56	4.50	2.32	2.92	2.06
impressed	225	7.62	1.7	5.24	2.76	5.28	2.41
improve	226	7.90	1.02	5.80	2.07	6.20	2.14
incentive	809	6.95	1.96	5.95	2.44	5.90	2.43
incubator	2076	3.87	2.17	4.57	2.24	4.43	2.24
indict	2077	4.92	1.24	4.75	1.66	5.08	1.51
indifferent	810	4.46	1.06	3.17	1.97	4.96	1.55
industry	227	5.06	1.7	4.34	2.48	4.56	2.03
infant	811	7.95	1.5	5.50	2.61	5.80	2.57
infatuated	2078	6.36	2.16	6.36	2.42	4.55	1.29
infatuation	516	6.50	2.21	6.96	1.75	4.32	2.08
infect	2079	2.00	1.26	5.18	2.86	3.00	1.48
infection	228	1.48	0.85	5.22	2.84	3.35	2.62
inferior	812	3.05	1.15	4.45	1.88	2.55	1.79
infest	2080	2.73	1.49	5.36	2.11	3.36	1.57
inform	2081	5.73	0.65	3.55	1.92	5.73	1.19
ingest	2082	5.00	1.85	5.27	1.22	5.47	1.3
inhabitant	813	5.27	1.32	3.27	2.1	5.18	1.56
inject	2083	2.79	2.01	5.64	2.82	3.43	2.06
injection	2084	2.86	1.56	6.46	2.15	3.38	1.33
injure	2085	2.50	1.75	5.75	2.32	3.62	2.25
injury	595	1.85	1.16	5.81	1.86	3.35	1.23
ink	229	5.08	0.63	4.00	1.91	4.64	2.02
innocence	2086	7.13	1.55	5.27	2.69	5.60	2.53
innocent	814	6.76	1.3	3.82	2.2	5.38	2.42
insane	815	2.23	1.8	5.95	2.63	3.41	2.06
insect	816	3.68	2.32	4.19	2.62	4.24	2.68
insecure	230	2.41	1.45	6.14	2.29	2.28	1.98
insist	2087	4.62	2.06	5.85	2.12	5.54	2.03
insolent	231	4.12	1.75	5.19	2.28	4.27	2.16
inspire	232	7.35	1.23	4.96	2.88	6.48	2.25
inspired	233	7.58	1.77	6.04	2.86	6.85	2.43
instrument	2088	6.64	1.74	5.21	2.39	5.57	1.95
insult	817	1.68	1.13	6.55	2.44	2.95	1.73
intellect	818	6.88	1.82	4.92	2.77	5.92	2.04
intelligence	2089	8.15	1.28	6.92	1.78	6.50	2.32
intent	2090	5.36	1.21	4.09	1.81	5.00	1.55
intercourse	819	7.05	1.46	6.68	2.19	6.09	1.82
interest	234	7.30	1.82	5.87	2.62	5.83	1.7
interested	2091	7.12	1.36	5.35	2.37	5.88	1.83
intimate	821	7.52	1.81	6.92	2.45	5.72	2.46
intoxicated	2092	4.35	2.47	5.76	2.31	3.65	2.55
intruder	822	2.08	2.19	7.15	2.46	3.42	2.82
invade	2093	2.60	1.55	6.87	1.68	3.07	2.22
invader	823	2.46	1.91	6.50	2.13	4.04	2.82
invent	2094	6.93	1.39	5.87	2.33	6.00	2.3
invest	824	6.25	1.86	4.80	2.76	6.10	1.71
iron	565	4.54	1.03	3.54	1.86	4.96	1.4
irony	2095	6.29	1.49	5.00	1.47	4.43	1.55
irritate	235	3.26	1.71	6.17	1.92	4.91	1.93
irritated	2096	2.00	1.6	6.60	2.32	4.07	1.58
island	2097	8.29	1.07	6.00	2.51	5.79	1.76
isolation	2098	2.20	1.82	5.33	2.5	2.80	1.78
issue	2099	3.73	1.58	5.20	2.6	4.07	1.49
item	825	5.20	0.95	2.95	1.96	5.45	1.7
ivy	2100	3.92	1.62	5.42	1.93	4.09	1.64
jaguar	2101	6.27	1.75	5.00	2.1	4.73	2.19
jail	236	1.91	1.19	5.73	2.55	4.27	2.83
jar	2102	5.20	0.56	4.00	2.04	5.40	1.06
jealous	2103	2.80	1.93	7.13	2	3.47	2.1
jealousy	237	2.40	2.22	7.00	2.5	4.16	2.75
jeans	2104	7.00	1.35	6.09	1.38	6.09	2.02
jelly	238	5.62	1.61	3.54	2.17	4.29	1.8
jellyfish	2105	3.80	2.24	6.07	2.31	3.73	1.62
jeopardy	2106	6.13	1.68	5.13	2.5	4.87	0.92
jerk	2107	2.85	1.77	5.00	2.3	3.75	1.29
jet	2108	6.25	1.82	6.27	1.35	4.36	1.5
jewel	239	7.24	1.5	5.31	2.49	5.86	2.26
job	2109	6.44	1.75	5.44	2	6.31	1.54
joke	826	8.00	1.76	6.82	1.79	6.05	1.82
jolly	827	7.45	1.88	5.45	2.89	6.45	1.61
journal	828	5.32	1.7	3.68	2.38	5.64	1.76
joy	240	8.62	0.7	6.73	2.44	6.46	2.14
joyful	241	8.52	0.85	5.81	2.7	6.77	1.98
judge	2110	4.38	1.59	5.38	2	3.62	1.78
judgment	2111	4.19	1.76	5.44	1.97	4.06	1.73
jug	829	5.00	0.79	3.50	2.04	4.90	1.21
jugs	2112	4.73	0.79	3.55	1.97	4.45	1.04
juice	2113	7.77	1.36	5.85	1.52	5.77	1.36
jumble	2114	4.50	1.68	4.75	2.49	5.00	1.91
jungle	2115	6.27	2.1	5.55	2.07	4.45	1.04
justice	242	7.93	1.13	5.71	2.62	6.57	2.1
keg	2116	6.33	1.83	5.64	1.75	5.09	1.92
kerchief	830	4.81	1.27	3.27	2.31	5.15	1.19
kerosene	243	4.77	1.75	4.36	2.55	4.80	1.98
ketchup	831	5.68	1.29	4.52	2.14	5.38	1.83
kettle	832	5.25	0.72	2.85	1.98	5.05	1.05
key	833	5.96	1.65	3.50	2.27	4.83	1.74
kick	834	4.10	2.4	5.65	2.06	5.70	1.95
kid	2117	7.00	1.77	6.13	1.46	7.20	1.93
kidnap	2118	2.09	1.3	5.64	2.77	2.00	1.34
kidney	2119	5.00	2.04	4.75	2.09	4.17	2.21
kids	835	6.96	2.34	5.27	2.66	5.28	2.21
killer	244	1.43	1.2	8.35	1.43	4.52	3.53
kind	245	7.62	1.82	4.69	2.58	6.17	1.97
kindness	246	8.38	0.94	3.76	2.76	6.08	2.88
king	247	7.34	1.67	5.48	2.86	7.34	2.21
kiss	248	8.24	1.7	7.55	1.68	7.10	2.21
kitten	517	7.00	1.9	5.15	2.49	6.81	2.12
knee	2120	5.20	0.56	4.13	1.81	5.40	1.18
knife	596	2.64	1.78	5.77	2.23	3.23	1.9
knitting	2121	5.18	2.48	2.82	2.63	5.76	2.11
knob	2122	4.71	1.07	3.14	1.99	4.86	0.86
knot	836	4.82	1.3	4.62	1.96	4.50	1.43
know	2123	7.27	1.91	6.40	1.76	6.47	2.9
knowledge	249	7.60	1.14	5.90	2.38	7.20	2.17
label	2124	4.55	0.82	3.64	1.69	4.82	1.17
lack	2125	2.69	1.32	3.92	2.18	4.08	2.47
lad	2126	5.62	1.36	3.88	1.71	5.25	1.29
ladder	2127	4.73	0.96	5.33	2.13	5.20	1.86
lake	250	7.10	1.5	3.86	2.66	5.03	2.28
lamb	837	6.25	1.57	3.42	2	4.88	1.6
lame	2128	3.77	2.31	3.38	1.85	4.92	1.93
lamp	838	5.75	1.12	3.90	2.15	5.55	1.47
land	2129	5.59	1.37	3.53	2.12	5.82	1.59
lane	2130	5.07	1.27	5.00	1.3	5.50	1.29
lantern	839	5.64	1.29	4.00	2.3	4.86	1.62
laugh	2131	9.00	0	8.33	1.3	7.58	1.38
laughter	251	8.35	1.31	6.70	2.39	6.70	2.2
lava	2132	3.77	2.24	5.08	3.23	3.08	2.33
lavish	840	6.80	1.74	4.95	2.61	5.80	1.4
law	2133	5.53	2.47	4.67	2.41	4.40	2.16
lawn	841	5.23	0.87	3.82	1.82	5.27	1.24
lawsuit	842	3.52	2.29	5.50	2.46	3.80	1.94
lawyer	2134	6.75	2.56	6.92	2.11	6.08	3
lazy	843	4.33	2.18	3.00	2.49	4.00	2.07
leader	844	7.90	1.45	6.35	2.46	8.35	1.23
leak	2135	2.73	1.16	4.93	2.15	3.40	1.35
learn	252	7.27	1.56	5.54	2.28	6.54	1.92
lease	2136	4.50	1.41	4.87	1.36	4.80	1.42
leave	2137	3.93	1.16	4.20	2.24	4.53	2.03
leaves	2138	6.38	1.75	3.62	2.58	4.56	2.19
ledge	2139	3.93	1.39	5.20	2.24	4.27	1.33
leg	2140	5.85	1.46	4.69	2.21	5.62	1.94
legend	845	6.41	1.47	4.27	1.86	5.32	1.59
legs	2141	5.53	0.83	4.00	2.15	5.87	1.64
leisurely	253	7.00	1.76	4.52	2.52	5.25	1.82
leopard	2142	5.71	2.05	6.07	2.09	3.64	1.65
leprosy	254	2.09	1.2	6.48	2.31	4.00	2.59
lesbian	597	3.38	1.81	4.50	1.79	4.92	2.12
lesson	2143	5.00	1.15	3.62	1.94	4.77	1.36
letter	846	6.91	1.63	4.64	2.54	5.59	1.53
liar	2144	2.27	1.98	7.13	2.47	2.60	2.23
liberty	255	8.10	1.19	5.47	2.75	6.33	2.37
lice	256	2.12	1.45	4.92	2.34	3.60	2.2
lick	2145	6.60	1.35	5.93	2.09	5.73	1.22
lid	2146	4.92	0.28	4.00	1.73	5.46	1.2
lie	257	2.28	1.55	6.25	2.53	2.81	2.25
life	258	7.38	1.7	6.26	2.49	5.77	2.53
lightbulb	566	5.77	1.42	4.38	2.14	6.23	1.77
lighthouse	847	5.58	2.34	3.96	2.51	5.38	1.88
lightning	598	4.00	2.48	6.69	1.76	3.62	2.1
like	2147	7.69	2.1	7.38	1.94	5.62	2.99
limb	2148	5.07	0.7	4.27	1.79	5.20	0.77
limber	848	5.90	1.7	4.52	2.44	5.86	1.88
limp	2149	3.64	2.02	4.29	1.82	4.00	1.92
linger	2150	4.73	1.68	5.09	1.58	4.82	0.98
lion	518	5.54	1.92	6.54	1.86	3.62	2.16
lips	2151	7.00	1.51	6.33	1.5	4.93	2.05
liquor	2152	4.79	2.49	5.79	2.08	4.64	1.98
listen	2153	6.00	1.24	3.93	1.94	5.86	1.23
listless	259	3.92	1.62	3.58	2.06	3.65	1.65
liter	2154	4.77	2.05	4.50	2.24	5.08	2.02
litter	2155	3.09	2.17	5.00	1.95	4.27	1.68
lively	849	7.42	2.23	5.80	2.84	6.08	2.06
lizard	2156	4.73	1.98	5.47	1.51	4.60	1.59
location	2157	5.33	0.65	4.33	1.72	5.50	1.57
locker	850	5.45	0.89	3.35	1.87	5.70	1.42
loneliness	260	1.59	1.01	4.52	3	2.42	2.23
lonely	261	2.15	2.01	4.92	2.78	3.04	2.34
loosen	2158	5.53	1.81	5.33	2.5	5.67	2.32
lose	2159	2.25	1.71	4.67	2.64	3.33	2.71
loser	851	1.95	1.4	5.05	2.55	2.55	2.04
loss	2160	1.46	0.97	5.85	2.94	2.17	2.48
lost	852	2.54	1.9	5.77	2.83	2.88	1.63
lotion	2161	6.93	1.44	5.73	2.34	6.67	1.72
lottery	853	6.46	2.39	5.76	2.44	4.52	2.31
loud	2162	4.93	1.98	6.29	1.44	5.21	1.67
lounge	2163	6.64	1.5	3.79	2.39	5.93	1.33
louse	262	2.15	1.38	5.31	1.85	3.19	2.28
love	263	8.77	0.65	6.42	3.49	7.12	2.62
loved	264	8.83	0.47	6.69	2.77	7.10	2.23
loving	2164	8.50	0.76	6.14	2.68	5.86	2.18
lower	2165	3.80	1.37	4.20	1.9	3.93	1.33
loyal	265	7.93	1.6	5.24	2.53	7.14	1.94
luck	2166	7.56	1.36	6.93	1.71	5.93	2.74
lucky	266	8.35	0.88	6.15	2.62	5.90	2.02
luggage	2167	6.40	1.3	5.60	1.45	5.47	1.77
lump	854	3.58	2.52	5.36	2.78	4.20	2.27
lunch	2168	7.27	1.71	5.20	2.78	6.47	2.23
lung	2169	5.00	1.47	4.46	1.61	4.92	1.5
lurk	2170	4.20	1.74	6.00	2.04	3.80	1.82
luscious	267	7.48	1.08	4.96	2.65	5.96	1.64
lust	519	6.92	1.62	6.85	1.78	4.88	2.16
luxury	268	8.03	0.98	5.04	3	6.43	2.39
machine	855	5.46	1.64	3.83	2.55	5.46	1.89
mad	856	2.52	2.11	6.67	2.24	5.95	2.26
madman	857	3.24	2.62	5.88	3.14	4.33	2.96
madness	2171	3.36	1.91	4.50	3.08	4.00	2.51
magazine	2172	6.07	2.2	4.92	2.06	4.46	1.39
maggot	269	1.92	1.32	5.54	2.9	3.81	2.28
magical	858	7.82	1.5	5.86	2.64	5.86	2.17
magnet	2173	5.21	0.58	3.93	1.98	4.64	1.08
maid	2174	5.18	1.72	4.45	2.25	5.27	0.9
mail	859	7.18	1.71	5.55	2.34	5.73	1.61
makeup	2175	6.50	2.78	5.45	2.3	6.18	2.18
malaria	860	2.41	1.44	4.81	2.4	3.33	2.2
male	2176	6.60	2.2	6.53	2.36	5.00	2.1
malice	270	2.38	1.68	6.08	2.9	4.77	2.93
malnutrition	2177	1.81	1.05	6.40	1.59	3.40	2.13
malt	2178	7.08	1.32	6.08	1.8	6.08	1.71
man	537	7.19	1.6	6.73	1.61	4.81	2.45
mane	2179	5.27	1.53	4.53	2.36	4.93	1.87
mangle	861	3.68	2.21	5.14	2.44	3.95	1.65
maniac	862	3.20	1.77	5.55	2.96	4.20	2.26
manner	863	5.62	1.66	4.41	1.65	5.52	1.57
manor	2180	5.75	1.29	5.45	1.37	5.27	0.65
mansion	2181	7.53	1.51	5.47	2.2	5.93	1.91
mantel	864	4.96	1.12	2.88	2.11	4.92	1.21
manure	865	3.23	1.74	4.27	1.93	4.50	0.91
map	2182	5.33	1.45	4.40	1.68	5.53	1.96
margin	2183	4.86	0.66	3.50	2.03	4.69	0.85
market	866	5.50	1.01	3.55	1.92	5.41	1.5
marrow	2184	4.62	2.02	4.92	1.98	3.92	1.83
marry	2185	7.86	1.46	6.64	2.71	5.57	2.85
marsh	2186	3.92	1.38	4.25	1.86	4.58	0.9
marvel	2187	7.06	1.34	5.88	2.03	4.38	1.67
mascot	2188	6.47	1.55	5.47	2.26	6.40	1.55
mask	2189	4.64	1.21	4.09	2.07	5.45	1.86
massacre	867	2.32	2.03	5.43	2.79	2.86	2.22
mastectomy	2190	2.46	1.81	5.85	2.08	3.23	1.96
masterful	271	7.00	1.96	4.97	3.1	7.31	2.77
mastery	2191	6.36	1.91	5.93	1.49	6.79	1.72
masturbate	599	4.35	1.85	5.27	2.39	5.38	2.21
matador	2192	5.13	1.46	5.40	2.06	4.80	1.32
mate	2193	7.27	1.53	6.53	2.59	5.87	2.2
material	868	5.25	0.91	3.55	2.21	5.05	0.69
math	2194	3.25	2.24	5.12	2.87	3.25	1.91
me	2195	7.81	1.42	6.06	2.11	7.50	2
meal	2196	8.13	1.06	6.07	2.09	6.47	1.68
measles	272	2.47	2.08	5.38	2.43	3.84	2.22
meat	2197	6.36	2.1	5.29	2.02	5.71	1.49
meddle	2198	3.50	1.56	4.43	2.06	4.71	2.16
medicine	869	5.76	2.23	4.48	2.29	4.59	2.17
meek	273	3.38	1.6	4.19	2.33	3.15	2.27
melody	870	7.50	1.4	5.20	2.17	5.35	1.69
melt	2199	5.21	2.04	4.64	2.06	4.29	1.59
member	2200	5.53	1.68	4.80	1.9	4.93	1.1
memorial	2201	4.56	2.25	4.75	2.21	4.12	1.41
memories	871	7.59	1.62	6.00	2	6.18	1.94
