Word	Wdnum	ValMn	ValSD	AroMn	AroSD	DomMn	DomSD
rodeo	2467	5.00	1.73	4.31	2.46	4.77	1.59
role	2468	5.83	1.19	5.08	2.11	5.00	2.17
rollercoaster	528	8.23	1.42	8.50	1.03	5.00	2.74
romance	2469	8.33	1.18	7.50	2.47	6.36	2.34
romantic	364	8.45	0.86	7.36	2.44	6.05	2.24
roof	2470	5.21	1.58	3.92	2.33	4.86	1.96
room	2471	5.47	1.19	3.53	1.88	5.93	1.44
rope	2472	5.13	1.13	4.53	2.2	5.07	1.53
rot	2473	1.85	1.07	5.31	3.15	2.77	2.05
rotten	365	2.00	1.31	4.70	2.29	4.22	2.15
rough	966	4.76	2.23	5.68	2.25	4.81	1.72
rower	2474	5.25	0.58	4.56	1.63	5.31	0.6
royalty	2475	6.53	2.13	5.71	1.98	5.93	2.09
ruby	2476	6.54	1.51	4.69	2.32	6.00	1.53
rude	366	2.35	2.06	6.26	2.36	4.61	2.35
rug	2477	4.93	1.33	2.93	1.94	5.60	1.59
rugby	2478	5.53	1.36	4.93	1.71	4.80	1.32
ruins	2479	4.53	2.56	6.00	1.51	4.60	1.5
ruler	2480	5.46	1.39	4.73	2.28	5.73	1.85
rules	2481	4.50	1.4	4.62	1.45	3.77	1.96
rum	2482	5.42	2.75	5.83	2.41	3.67	2.27
runner	571	5.69	1.83	5.62	2.25	5.15	1.93
rush	2483	3.82	1.98	6.82	2.27	3.65	1.41
rusty	367	3.84	1.61	3.59	2.08	4.39	1.69
rye	2484	5.55	0.93	3.36	1.91	5.45	1.21
sad	368	1.43	0.84	4.09	2.48	3.00	2.09
sadness	2485	2.17	1.95	5.17	2.76	2.67	1.92
safe	967	7.71	1.33	3.75	2.91	5.83	2.32
safety	2486	7.33	1.67	5.25	2.73	5.42	2.68
sailboat	529	7.96	1.28	5.00	3.1	5.92	1.7
saint	968	7.05	1.53	4.00	2.31	5.59	2.06
salad	369	5.91	1.67	3.84	2.24	5.38	1.91
salary	2487	6.92	1.85	6.50	1.73	5.75	2.3
sale	2488	7.50	2.07	7.25	1.91	7.33	1.72
salon	2489	6.73	1.74	6.18	1.89	5.91	1.45
salt	2490	5.73	1.01	3.73	2.05	5.55	0.82
salute	370	6.20	1.58	5.45	2.31	5.35	1.98
sand	2491	6.87	2.07	5.07	2.69	6.20	1.93
sandwich	2492	6.64	1.45	5.36	2.56	4.93	2.02
sapphire	371	7.21	1.8	4.93	2.7	5.59	2.24
satellite	2493	5.80	1.47	4.53	1.96	5.07	1.53
satire	2494	5.79	1.89	5.46	1.2	5.23	1.01
satisfaction	2495	8.38	0.87	7.62	1.66	7.38	1.61
satisfied	372	8.12	0.99	5.12	2.83	6.50	2.1
saucer	2496	5.19	0.54	4.25	1.73	5.12	0.81
save	969	6.65	2.03	4.80	1.99	5.75	1.8
savior	373	7.72	1.62	5.76	3.01	6.66	2.13
scalding	970	2.58	2.06	5.31	2.69	3.88	2.27
scandal	971	2.68	1.73	5.27	2.41	3.91	1.66
scapegoat	972	3.52	1.66	4.50	2.24	3.48	1.63
scar	973	3.18	1.99	4.91	2.45	3.55	1.63
scare	2497	2.56	1.21	6.81	2.04	3.25	1.65
scared	604	2.08	1.44	6.81	2	2.42	2
scarf	2498	5.82	1.33	3.36	2.01	5.09	0.94
scary	2499	2.20	1.15	7.00	1.85	2.73	1.39
scene	2500	5.54	1.33	4.77	1.96	5.15	0.69
scent	2501	6.67	1.4	5.87	1.77	5.73	1.03
scholar	374	7.35	1.47	5.17	2.62	6.96	1.94
school	2502	4.43	1.65	5.07	2.37	5.07	1.49
science	2503	4.77	2.68	5.50	2.02	4.75	2.05
scientific	2504	5.27	2.19	4.53	2.03	5.00	2.1
scissors	974	4.95	1.28	5.00	1.34	5.36	1.89
scoff	2505	2.88	1.41	5.38	2.19	4.31	1.99
scold	2506	3.07	1.75	6.13	2	3.13	1.81
scorch	2507	3.13	1.64	4.87	2.53	3.73	1.49
scorching	975	3.95	2.06	5.32	2.4	4.05	2.11
scorn	375	2.72	2.09	5.45	2.68	3.69	2.79
scornful	376	2.27	1.51	5.69	2.68	4.42	2.61
scorpion	976	3.75	3.04	6.42	2.67	3.92	2.6
scream	605	3.73	2.13	7.38	1.44	4.81	2.4
scrotum	2508	6.09	1.38	6.45	1.51	5.91	1.58
scuff	2509	4.20	1.47	4.87	1.85	4.07	1.94
scum	377	2.04	1.24	4.72	2.41	4.46	1.96
scurvy	378	2.96	1.95	4.92	2.66	4.60	2.63
sea	2510	7.36	1.39	5.38	3.1	6.23	2.17
seagull	2511	6.31	2.18	4.46	2.63	4.77	1.36
seal	2512	6.36	1.5	5.09	2.26	5.27	0.9
seasick	379	1.96	1.25	6.15	2.82	3.38	2.61
seat	380	5.17	0.89	3.17	1.64	5.00	1.71
secretary	2513	5.44	1.26	4.44	2.13	5.69	1.78
secure	381	8.00	1.29	3.24	2.73	6.12	2.77
security	2514	7.06	1.39	4.50	2.39	5.00	2
seduction	2515	7.60	1.8	7.53	2.26	5.87	2.7
seek	2516	5.94	0.9	5.06	2.11	5.24	2.02
seize	2517	3.69	2.5	6.85	2.27	3.62	2.63
self	2518	6.45	1.44	4.64	2.29	6.36	2.06
selfish	382	2.04	1.31	5.58	2.56	4.33	2.5
semen	2519	5.57	1.74	6.21	1.58	5.36	1.78
sensitive	2520	5.43	2.24	3.79	1.93	4.15	1.14
sentiment	977	6.12	1.86	4.50	2.16	5.35	1.23
sentry	2521	5.27	0.79	3.82	2.09	5.09	0.54
serene	2522	6.71	2.49	3.93	2.56	5.64	1.98
serious	383	4.82	1.49	4.00	1.73	4.93	1.51
sermon	2523	6.00	2.3	4.67	3.06	4.47	2.45
sever	2524	3.27	1.79	6.09	2.21	3.45	1.75
severe	978	2.38	1.5	5.48	2.23	3.50	1.95
sewage	2525	1.94	1.2	4.71	2.37	4.71	1.36
sex	384	7.55	1.88	6.85	2.23	5.25	2.1
sexy	530	7.88	1.28	7.24	1.67	6.38	2.45
shadow	385	4.29	1.32	4.56	2.27	4.26	1.77
shaky	2526	3.27	1.35	4.91	2.02	3.36	1.69
shame	2527	1.80	1.08	6.47	2.1	2.60	1.45
shamed	386	2.05	1.23	5.80	2.31	2.80	2.17
shark	606	3.50	2.34	7.08	2.02	2.42	1.75
shawl	2528	5.40	1.55	3.60	1.99	5.07	1.16
sheep	2529	7.00	1.63	3.54	2.22	5.08	1.8
shelf	2530	5.06	0.44	4.19	1.68	5.44	1.5
sheltered	387	5.95	1.93	3.95	1.67	3.50	2.12
shield	2531	6.38	1.66	5.08	2.72	6.38	2.22
shine	2532	7.58	1.31	5.92	1.93	7.00	1.28
ship	388	5.75	1.71	4.75	2.59	5.40	2.48
shock	2533	4.13	2.2	7.50	2.31	3.43	2.77
shoes	2534	6.55	1.44	5.82	1.89	6.36	1.86
shoplifter	2535	2.08	0.95	5.92	2.4	3.15	1.99
shopping	2536	8.31	1.25	7.42	1.93	7.83	1.34
short	2537	4.75	1.42	3.92	1.62	4.00	1.76
shotgun	979	2.82	1.97	6.41	2.15	4.00	2.45
shower	2538	7.67	0.89	6.17	2.69	6.83	1.64
shred	2539	3.93	1.54	4.43	2.1	4.07	1.59
shriek	980	3.75	2.17	5.75	2.91	4.12	1.96
shrimp	2540	6.60	2.32	4.33	2.26	6.67	1.99
shrink	2541	3.81	1.17	4.81	2.37	3.25	1.39
shrub	2542	4.91	0.3	3.73	1.79	5.09	0.3
shun	2543	2.43	1.6	5.00	2.38	3.15	1.86
shut	2544	3.93	1.21	4.93	2.2	3.93	2.06
shy	389	4.68	2.17	3.69	2.31	3.65	2.28
sick	607	1.69	1.05	4.15	2.65	2.92	1.65
sickness	390	2.08	1.38	5.36	2.77	3.08	2.27
sidle	2545	5.50	1.29	5.00	1.62	5.29	0.73
sigh	2546	3.92	1.83	2.92	1.98	4.00	1.54
sight	2547	7.00	1.63	5.38	2.5	5.75	2.52
silent	2548	4.08	1.83	2.83	1.8	4.67	2.19
silk	391	7.16	1.4	3.50	2.62	4.84	2.1
silly	981	7.73	1.75	5.50	2.26	6.23	2.16
silver	2549	7.18	1.72	5.55	1.81	5.73	1.19
simple	2550	6.29	1.54	3.29	2.7	6.07	2.16
sin	392	2.50	1.66	6.15	2.24	3.31	2.36
sinful	393	2.88	2.45	6.27	2.75	4.31	2.91
sing	2551	7.60	1.72	6.13	1.6	5.33	2.13
sissy	394	2.81	1.67	5.23	2.67	2.92	2.53
sister	2552	8.46	1.33	6.85	1.68	5.00	2.2
sizzle	2553	6.50	1.26	5.81	1.6	5.44	1.5
skate	2554	6.60	1.35	6.20	1.32	5.67	1.72
skeleton	2555	3.87	2.13	4.20	2.11	4.60	1.99
skeptical	395	4.20	1.38	4.62	1.92	4.24	1.54
ski	2556	7.21	1.63	7.31	1.38	5.25	2.22
skier	2557	5.33	1.4	4.73	2.15	5.33	1.4
skijump	531	7.08	1.65	7.35	1.79	4.46	2.3
skill	2558	6.88	1.59	5.62	2	6.75	2.29
skin	2559	5.86	1.29	5.07	2.09	5.43	1.74
skinhead	2560	2.36	1.36	4.45	2.7	3.55	1.75
skip	2561	6.92	1.44	6.50	1.57	5.42	1.68
skit	2562	6.46	1.81	5.08	2.69	6.15	1.99
skull	608	3.96	1.54	4.12	1.86	4.77	1.45
sky	572	7.46	1.42	4.19	2	5.31	1.78
skyline	2563	7.40	1.72	5.73	1.94	4.53	1.92
skyscraper	573	5.73	1.78	5.81	2.37	4.31	2.28
slang	2564	5.00	1.6	5.27	1.39	5.00	1.51
slap	396	2.56	1.39	6.58	2.64	4.38	2.38
slaughter	397	1.44	0.91	6.71	2.52	3.47	2.91
slave	398	1.62	1.02	7.00	2.74	2.76	2.59
slayer	2565	2.46	2.18	6.92	1.8	3.08	2.33
sleep	399	7.03	1.95	3.03	2.95	5.79	2.54
slim	2566	7.77	1.3	6.31	1.7	6.46	2.18
slime	400	2.25	1.61	5.53	2.72	4.16	2.05
slip	2567	3.47	1.6	5.67	2.72	2.80	1.82
slob	2568	2.45	1.04	4.27	2.15	3.91	1.97
slogan	2569	5.57	1.28	3.79	2.49	4.79	0.7
slouch	2570	3.79	1.31	3.69	2.25	5.08	2.1
slow	982	3.91	1.57	2.73	2	4.23	1.63
sludge	2571	4.12	1.63	4.19	1.05	4.69	1.08
slum	401	2.46	1.33	5.00	2.43	3.81	2.12
slush	983	4.67	1.86	3.92	2.3	4.96	1.33
smack	2572	3.23	1.92	5.92	2.47	5.00	2.65
smallpox	402	2.54	1.96	5.44	2.06	4.04	2.13
smart	2573	7.73	1.71	6.27	1.71	6.67	2.44
smear	2574	3.91	1.58	4.91	2.39	3.73	1.27
smell	2575	5.73	1.56	4.27	2.28	5.55	1.29
smile	2576	8.06	1.95	6.69	2.77	6.62	2.36
smirk	2577	5.60	1.4	4.93	2.09	5.67	1.23
smoke	2578	2.50	2.59	4.85	2.79	4.62	2.6
smooth	984	6.48	2.06	4.85	2.62	5.32	1.99
smudge	2579	4.08	1.26	5.00	1.35	4.83	0.72
snail	2580	3.93	1.53	4.67	2.35	4.93	2.09
snake	609	2.58	1.68	6.92	1.92	3.08	1.73
snare	2581	4.17	2.29	5.50	1.98	4.33	1.92
snatch	2582	3.88	1.76	4.82	2.16	4.12	1.76
sneakers	2583	6.13	1.25	4.67	2.06	6.07	1.22
sneer	2584	3.40	1.35	4.33	2.55	4.80	1.66
sneeze	2585	4.20	1.01	4.60	1.92	3.73	1.44
snob	403	3.60	1.94	5.61	2.29	5.03	2.22
snow	575	7.27	1.54	6.12	2.18	5.69	1.89
snuggle	404	8.00	1.35	3.96	2.96	5.57	2.74
soak	2586	5.21	1.53	4.29	2.7	5.00	1.18
soap	2587	6.71	1.44	4.29	1.73	5.79	1.12
soar	2588	6.87	1.88	5.93	2.76	6.00	2.36
sob	2589	1.73	0.96	5.67	2.47	3.00	1.31
soccer	2590	5.54	2.33	4.75	2.3	5.92	1.68
social	985	7.25	2.11	5.17	2.39	6.48	1.96
society	2591	4.77	1.24	4.92	2.02	3.75	1.71
sock	2592	4.67	0.78	3.83	1.64	5.42	1.51
soda	2593	6.07	2.46	5.73	1.87	5.67	1.84
sodomize	2594	3.73	1.71	4.53	2.33	3.60	1.4
sofa	2595	6.67	1.63	3.00	1.96	5.73	1.67
soft	986	7.38	1.32	4.32	2.71	5.86	1.98
soil	2596	4.87	1.6	3.20	2.01	4.60	2.06
soldier	2597	5.43	2.38	5.64	2.41	4.71	1.64
solemn	405	3.85	1.35	3.30	2.11	4.70	1.56
son	2598	6.36	1.28	5.50	1.87	5.36	1.45
song	987	7.85	1.46	6.80	2.14	6.05	2.21
soothe	988	7.20	2.27	4.31	3.25	5.88	2.03
soothe	2599	7.91	1.38	3.91	2.77	6.18	1.33
sorrow	2600	1.42	0.9	5.55	2.58	2.64	1.75
sorry	2601	3.40	1.72	4.93	2.25	4.33	2.19
soul	2602	6.60	1.3	4.47	1.88	5.67	1.11
soup	2603	6.33	1.87	4.67	2.31	5.83	1.8
sour	989	4.18	2.24	5.23	2.11	4.50	1.47
spa	2604	8.27	0.96	4.33	2.94	5.40	1.68
space	574	6.76	1.67	5.20	2.18	5.16	2.23
spanking	990	2.33	1.83	5.39	2.73	3.22	2.28
speech	2605	4.20	2.51	6.00	2.24	4.67	2.77
spend	2606	5.21	2.46	5.14	2.14	5.69	1.7
sphere	991	5.23	0.53	3.86	1.62	4.95	0.59
spice	2607	6.62	1.5	5.62	2.33	5.54	1.39
spider	610	3.04	1.51	5.92	1.96	4.54	2.06
spike	2608	5.07	0.92	4.31	1.65	5.15	0.69
spine	2609	4.64	1.12	4.36	1.86	4.82	1.08
spirit	406	7.00	1.41	5.59	2.71	6.17	2.28
sponge	2610	5.00	1.35	3.62	2.18	4.46	0.88
spoon	2611	5.92	1.66	4.25	1.86	4.75	1.22
sports	2612	6.00	2.07	5.81	2.46	5.00	2.16
spouse	407	7.58	1.6	4.60	2.77	5.36	1.87
spray	992	5.45	1.5	3.80	2.07	5.10	1.17
spring	993	8.00	1.48	4.50	2.69	6.18	2.11
spur	2613	5.67	2.13	4.80	2.62	6.20	1.52
spurn	2614	4.62	1.26	3.69	1.97	4.46	1.33
squad	2615	5.91	1.45	5.09	2.51	4.64	1.8
square	408	4.69	0.97	3.41	1.76	4.48	1.64
squash	2616	4.40	1.64	3.53	1.96	5.33	2.23
squeal	2617	5.69	2.56	6.85	2.44	4.62	2.18
stagnant	994	4.14	1.93	3.91	2.24	4.67	1.53
stairs	2618	5.07	1.49	5.53	1.51	4.80	2.27
stalk	2619	2.73	1.94	5.93	2.55	3.27	2.19
star	409	7.23	1.84	5.73	2.38	4.46	2.04
startled	410	4.56	1.98	7.19	2	3.96	1.17
starvation	2620	1.38	0.96	6.46	2.5	3.08	2.69
starve	2621	2.13	1.55	4.93	2.52	3.47	2.36
starving	611	2.00	1.23	5.23	2.49	3.62	2.14
statue	995	5.23	0.61	3.09	1.82	4.45	1.06
status	2622	5.79	1.25	4.71	2.16	5.29	0.99
steak	2623	6.13	2.83	5.07	2.43	5.53	1.96
steal	2624	2.92	2.22	4.46	2.22	4.77	2.68
steam	2625	4.82	1.6	4.82	2.09	5.00	0.89
stench	996	1.82	1.37	4.57	2.62	4.05	2.13
stereo	2626	7.42	1.51	6.82	1.47	6.00	1.41
stiff	997	4.29	1.95	3.86	2.12	4.86	1.71
stifle	2627	3.17	1.75	5.08	2.11	3.17	1.75
sting	2628	1.62	1.04	6.85	2.61	3.92	2.87
stingy	2629	2.87	1.3	5.47	2.13	5.00	2.14
stink	411	3.13	2.1	4.26	2.18	4.22	2.09
stolen	2630	2.15	1.41	6.62	1.98	2.46	1.51
stomach	998	4.71	2.12	4.04	2.55	4.67	1.58
stool	999	5.00	1.88	4.52	2.18	4.67	1.77
stop	2631	4.27	1.1	4.00	1.96	5.47	1.68
store	2632	6.69	1.32	5.08	2.43	6.46	1.85
storm	1000	4.62	2.25	5.38	2.25	4.24	2.26
story	2633	7.00	1.62	5.50	2.44	5.43	1.02
stove	1001	4.62	1.77	4.69	2.4	5.64	2.16
stow	2634	5.07	0.59	3.73	1.53	5.60	1.68
street	412	5.19	0.63	3.19	1.96	4.65	1.38
strength	2635	7.71	1.54	5.29	1.68	7.14	1.83
stress	413	2.00	1.48	7.47	2.42	3.58	2.46
stricken	2636	2.69	1.38	6.31	2.06	2.77	1.79
stride	2637	5.45	0.82	4.45	1.51	5.55	0.93
string	2638	5.08	1.55	4.58	1.44	5.00	0.85
strive	2639	6.69	1.2	6.12	2.19	5.56	1.86
strong	414	6.91	1.47	5.83	2.29	7.09	2.19
structure	2640	5.23	1.54	4.36	1.43	5.73	1.49
stubborn	2641	3.54	1.85	5.67	2.61	5.83	2.21
studio	2642	5.93	1.21	5.58	1.44	5.58	1.51
stun	2643	4.31	2.06	6.92	1.98	3.08	1.85
stupid	415	2.10	1.19	4.97	2.64	2.57	1.85
stupor	2644	4.62	1.71	4.00	2.09	3.25	1.76
style	2645	7.29	1.59	5.29	2.23	5.71	2.13
subdue	2646	5.15	1.86	4.73	1.01	4.09	1.3
subdued	416	4.54	1.43	2.93	1.94	3.68	1.42
subject	2647	4.85	0.38	4.00	1.87	4.77	2.17
submit	2648	4.42	2.15	5.08	2.23	4.17	2.33
suburb	2649	6.38	1.09	4.62	1.89	5.94	1
subway	2650	6.62	1.5	5.56	2.66	5.38	2.33
success	417	8.35	0.93	6.04	2.84	7.35	2.39
suffer	2651	1.64	0.81	6.73	2.8	1.91	1.38
suffocate	418	1.52	1.08	6.57	2.97	3.00	2.86
sugar	1002	7.05	1.68	5.14	2.61	5.68	1.39
suggestion	2652	5.88	1.15	4.81	1.83	4.75	1.13
suicide	419	1.00	0	6.20	3.25	3.15	3.1
suite	2653	7.54	1.85	6.33	2.5	5.42	2.39
sun	532	8.12	1.48	5.27	2.92	6.73	1.76
sunflower	2654	7.69	1.49	4.62	2.53	5.00	2.68
sunglasses	2655	6.50	1.34	6.00	2.15	5.62	0.87
sunlight	1003	8.45	0.91	6.86	1.71	5.86	2.43
sunrise	420	7.91	1.47	5.04	3.21	5.26	2.45
sunset	421	8.19	1.1	4.23	3.06	5.65	1.98
supper	2656	7.53	1.25	5.87	2.2	5.40	1.76
supply	2657	5.55	1.04	3.73	1.9	5.36	1.21
sure	2658	7.13	1.68	4.20	2.78	6.47	2.07
surfer	2659	6.93	1.49	5.07	2.53	5.14	1.17
surgeon	2660	5.83	1.85	5.92	2.39	4.58	2.27
surgery	612	2.62	2.23	7.00	1.92	2.58	1.5
surprise	2661	7.73	1.98	6.93	2.22	4.40	2.53
surprised	422	7.66	1.33	7.31	2.02	6.22	2.31
sushi	2662	5.94	2.89	5.69	2.12	5.81	2.17
suspicious	423	3.55	1.28	6.45	1.76	4.00	2.03
swamp	1004	4.90	2	4.40	2.04	4.70	1.03
swan	2663	7.15	2.08	3.23	2.62	5.08	2.15
swear	2664	4.50	1.51	5.57	2.1	4.93	2.02
sweet	2665	8.23	1.01	6.92	2.4	5.15	2.03
sweetheart	424	8.52	0.73	5.61	2.74	6.09	2.29
swift	1005	6.36	1.65	4.91	2.49	6.27	2.03
swimmer	576	6.81	1.63	5.46	1.96	6.15	1.97
swing	2666	7.87	0.83	5.47	2.03	5.60	1.8
swipe	2667	4.67	0.98	4.17	1.47	5.25	1.76
sword	2668	4.82	1.72	5.73	1.68	5.00	1.67
sympathy	2669	5.33	1.99	4.80	2.04	4.80	1.74
syphilis	425	1.45	1.05	7.00	2.79	3.55	2.96
syrup	2670	6.00	1.3	4.36	2.34	5.50	0.85
system	2671	5.20	1.42	3.40	2.23	5.33	2.09
table	426	5.19	0.57	2.85	1.97	4.69	1.64
taint	2672	3.73	1.42	4.36	2.06	4.18	1.33
tale	2673	6.81	1.56	4.38	1.86	5.50	1.75
talent	427	7.65	1.26	6.08	1.98	6.58	1.6
tall	2674	6.67	1.99	4.80	2.98	6.00	2.42
tamper	1006	4.10	2.23	5.05	2.11	4.45	2.39
tangle	2675	4.00	1.46	5.56	2.1	4.31	1.4
tank	613	4.42	1.58	4.85	1.78	4.04	1.66
tar	2676	3.73	1.27	4.45	1.81	3.64	1.69
task	2677	4.92	1.12	4.46	1.81	5.46	2.44
taste	1007	6.64	1.73	5.12	2.49	5.48	1.5
tatter	2678	4.75	1.44	4.06	1.91	4.56	1.26
tattoo	2679	6.06	2.11	6.31	1.99	6.00	1.63
taunt	2680	3.67	1.68	5.27	1.83	4.27	2.02
tavern	2681	5.94	1.2	4.76	2.28	5.29	1.31
taxi	1008	4.62	1.93	3.08	2.08	4.96	1.55
tea	2682	6.67	2.35	3.60	2.03	5.40	2.13
teach	2683	6.08	1.93	6.17	1.75	7.00	1.41
teacher	1009	5.62	2.08	3.67	2.5	5.17	2.18
team	2684	6.86	1.46	5.54	2.22	5.38	2.06
tease	1010	3.96	2.29	5.68	2.41	4.29	2.63
teenager	2685	6.92	1.8	7.23	1.54	3.85	1.77
teeter	2686	5.38	2.18	5.67	2.1	4.58	2.11
teeth	2687	5.82	1.4	5.55	2.07	5.27	2.57
tempo	2688	5.47	1.68	4.33	1.99	5.80	1.47
temptation	2689	4.56	1.82	6.19	1.94	3.94	2.11
tend	2690	5.27	1.67	3.87	2.75	5.07	2.58
tender	1011	7.29	1.23	4.68	2.51	5.33	1.8
tendon	2691	4.94	1.12	4.56	2.34	4.75	2.21
tennis	540	6.15	1.87	4.81	2.79	5.50	2.23
tense	428	3.58	1.45	6.73	1.93	5.27	2.2
termite	429	3.28	2.44	6.42	2.02	3.58	1.96
terrace	2692	5.85	1.34	5.50	1.24	4.73	1.49
terrible	430	1.65	1.13	6.69	2.45	3.15	2.57
terrific	431	8.12	1.16	6.35	2.52	6.45	2.05
terrified	432	1.69	1.23	8.08	2.23	2.88	2.82
terror	2693	1.50	1.17	7.50	2.47	1.58	1.24
terrorist	614	1.42	0.86	7.77	1.88	2.42	2.16
testicles	2694	5.38	0.89	5.56	1.5	5.69	1.3
thankful	433	7.16	2.3	4.31	2.35	5.16	2.05
theater	2695	7.00	1.22	6.54	1.45	5.38	1.45
theft	2696	1.91	1.22	6.91	2.59	2.64	1.96
theory	434	5.20	1.47	4.45	1.79	4.90	1.83
therapy	2697	4.33	2.23	4.21	2.12	3.79	2.04
thermometer	1012	4.67	1.2	4.09	2.04	4.24	1.48
thief	435	1.50	1.08	7.19	1.94	3.25	2.36
thigh	2698	5.73	1.49	5.20	2.11	5.60	1.3
thin	2699	6.92	2.1	6.23	2.13	5.15	2.58
thing	2700	4.86	0.53	3.93	2.09	4.93	1.44
think	2701	6.73	1.44	5.47	2.36	6.67	1.63
thirst	2702	3.07	1.62	5.13	2.13	3.80	2.11
thirsty	2703	3.53	1.51	5.86	0.95	3.71	1.59
thong	2704	5.69	2.02	4.56	2.39	6.81	1.68
thorn	436	3.68	1.73	5.12	2.11	4.44	1.33
thought	1013	6.80	1.44	4.85	2.68	6.40	1.67
thoughtful	437	7.85	1.09	5.15	2.58	5.80	2.17
threat	2705	1.82	0.98	7.00	2.24	2.36	0.92
thrift	2706	5.33	1.99	5.13	1.85	5.27	1.49
thrill	438	7.85	1.41	7.81	1.9	6.54	2.02
thrilled	2707	8.13	1.06	7.86	1.41	6.79	1.25
thrive	2708	7.33	1.76	6.07	2.37	6.47	1.64
thud	2709	4.21	1.12	5.21	1.81	5.00	1.3
thug	2710	3.00	1.35	5.58	1.93	3.00	1.76
thumb	2711	5.62	1.19	3.92	2.19	5.67	1.56
tick	2712	3.46	1.71	4.17	1.9	4.00	1.28
ticket	2713	5.15	2.88	6.08	2.9	4.54	2.33
tickle	2714	6.67	2.27	7.55	2.07	3.45	2.54
tidy	1014	6.32	1.93	4.36	2.16	5.88	2.14
tiger	2715	5.85	2.3	6.15	2.44	4.23	2.39
time	439	5.38	2.08	4.24	2.62	4.28	2.21
timid	440	3.90	1.63	4.66	2.18	3.03	1.97
tire	2716	5.06	1.57	4.38	2.19	5.00	0.65
tired	2717	2.86	1.92	2.38	1.76	3.69	2.56
tissue	2718	4.93	1.16	3.93	2.09	5.33	2.02
title	2719	5.43	1.6	5.00	2.09	5.83	2.21
toad	2720	3.77	1.96	5.54	2.33	4.62	1.8
tobacco	441	3.23	2.16	4.92	2.65	4.27	2.32
toddler	2721	7.87	0.99	6.93	1.39	7.20	1.42
toil	2722	4.00	2.05	5.55	1.21	4.18	1.4
toilet	2723	4.69	2.1	4.55	1.13	4.82	0.6
tomato	2724	5.25	2.14	3.81	2.07	5.19	1.28
tomb	442	2.55	1.82	5.05	2.72	3.30	1.95
ton	2725	4.50	0.8	4.82	0.6	5.36	2.29
tool	1015	4.91	1.27	3.91	1.63	5.00	1.48
tooth	2726	5.00	1.41	4.50	1.97	4.62	1.2
toothache	443	1.97	1.18	5.43	2.5	3.64	1.52
topless	2727	5.87	2.26	5.47	2.36	6.20	2.24
topple	2728	3.31	1.8	5.31	2.46	4.38	2.36
tornado	444	2.29	1.54	7.03	2.4	3.82	2.26
torte	2729	5.71	1.33	4.50	2.03	5.29	1.07
torture	445	1.58	0.77	7.11	2.35	3.50	2.86
total	2730	5.92	1.56	5.42	2.11	5.42	1.44
touch	2731	6.82	1.6	6.82	1.33	6.09	1.64
tourist	2732	5.43	1.34	4.50	2.07	5.00	1.52
tow	2733	3.29	1.86	4.50	2.79	3.00	1.8
towel	2734	5.75	1.34	3.88	2.55	5.38	1.67
tower	1016	5.35	0.88	3.50	2.24	5.20	1.77
town	2735	6.00	1.63	5.15	2.19	4.85	1.99
toxic	446	2.14	1.48	6.61	2.31	4.50	2.47
toy	1017	7.00	1.98	4.58	2.83	5.67	1.74
traffic	2736	1.60	0.91	5.93	2.89	1.87	1.13
tragedy	447	1.50	0.86	6.31	2.95	3.28	2.54
train	2737	5.45	0.52	5.09	1.7	4.73	1.68
trait	2738	6.46	1.94	3.85	2.48	4.46	2.22
traitor	448	2.25	1.83	6.10	2.47	4.25	2.65
trash	615	2.88	1.56	4.35	1.83	5.58	1.77
trauma	616	1.77	1.11	6.54	2.04	2.88	1.93
travel	1018	7.60	1.76	6.35	2.62	6.20	2.26
tray	2739	4.80	0.56	3.60	1.88	5.20	1.08
tread	2740	5.40	0.91	4.53	1.96	4.47	1.68
treasure	449	8.10	0.97	6.15	2.8	6.40	2.3
treat	1019	7.50	1.26	5.71	2.24	6.19	1.91
treatment	2741	4.73	1.98	5.60	1.76	4.00	1.51
tree	450	6.28	1.62	3.75	2.34	4.79	2.22
tremor	2742	3.88	1.36	5.29	2.11	3.12	1.65
trend	2743	5.07	2.22	5.47	1.81	3.93	2.02
tribe	2744	5.20	1.97	4.73	2.37	4.93	2.05
trick	2745	3.81	2.04	5.88	1.86	3.75	1.61
trip	2746	8.00	1.21	7.33	1.23	5.00	2.09
triumph	451	8.28	1.34	5.62	2.87	7.15	2.43
triumphant	452	8.83	0.83	7.04	2.4	7.00	2.26
trivia	2747	5.73	1.42	4.36	1.86	4.82	1.72
trophy	453	7.73	1.25	5.23	2.6	6.65	2.3
trouble	454	2.65	1.77	7.30	1.96	4.96	2.57
troubled	455	2.00	1.2	6.28	2.19	3.76	2.35
trout	2748	5.43	1.16	4.07	2.02	5.64	1.91
truce	2749	6.53	1.6	5.00	1.93	6.00	0.85
truck	577	4.96	1.95	4.96	2.03	5.15	1.89
true	2750	7.25	1.22	6.27	1.27	6.27	1.62
trumpet	456	5.70	1.3	4.80	2.04	4.55	1.36
trunk	1020	5.16	1.62	4.35	2.28	5.32	1.77
trust	457	7.21	2.48	5.31	2.92	7.07	1.83
truth	458	7.96	1.18	5.04	2.86	6.44	1.85
tulip	2751	7.40	1.59	4.00	2.56	6.00	2.1
tumor	459	1.77	1.7	7.12	2.93	3.23	2.44
tune	1021	7.45	1.22	4.55	2.15	5.55	1.57
